1, 2048, 0.100 
1, 1, 0.019 
2, 40, 0.163 
0, 8500000, 0.603 
2, 40, 0.112 
0, 1000000, 0.091 
0, 1000000, 0.244 
2, 80, 0.007 
0, 7000000, 0.376 
1, 4096, 0.098 
2, 320, 0.322 
1, 256, 0.041 
1, 1024, 0.191 
0, 8500000, 0.048 
2, 20, 0.275 
0, 1000000, 0.006 
2, 80, 0.012 
0, 4000000, 0.035 
2, 80, 0.287 
1, 256, 0.292 
0, 2500000, 0.501 
2, 160, 0.173 
0, 1000000, 0.114 
1, 2048, 0.112 
1, 2048, 0.189 
1, 256, 0.020 
0, 7000000, 0.009 
1, 4096, 0.000 
1, 256, 0.033 
2, 40, 0.021 
2, 40, 0.263 
0, 7000000, 0.382 
0, 1000000, 0.182 
2, 160, 0.015 
2, 80, 0.205 
1, 2048, 0.081 
1, 4096, 0.342 
1, 10, 0.020 
1, 4096, 0.124 
0, 7000000, 0.059 
0, 4000000, 0.206 
0, 8500000, 0.151 
1, 10, 0.028 
0, 2500000, 0.140 
0, 5500000, 0.184 
2, 10, 0.216 
1, 10, 0.112 
2, 10, 0.409 
2, 80, 0.068 
0, 7000000, 0.027 
1, 4096, 0.743 
2, 40, 0.072 
0, 4000000, 0.077 
0, 4000000, 0.160 
0, 2500000, 0.024 
0, 5500000, 0.017 
2, 10, 0.008 
2, 80, 0.140 
1, 10, 0.049 
0, 8500000, 0.087 
1, 512, 0.099 
0, 7000000, 0.212 
1, 1024, 0.037 
2, 20, 0.016 
2, 160, 0.000 
2, 320, 0.014 
1, 512, 0.030 
0, 5500000, 0.042 
2, 20, 0.116 
0, 8500000, 1.223 
1, 1024, 0.145 
0, 2500000, 0.327 
1, 1, 0.370 
2, 20, 0.095 
0, 8500000, 0.001 
0, 7000000, 0.165 
0, 7000000, 0.251 
2, 80, 0.835 
1, 4096, 0.193 
1, 512, 0.372 
1, 1024, 0.053 
0, 7000000, 0.048 
1, 2048, 0.769 
2, 20, 0.093 
0, 7000000, 0.831 
0, 1000000, 0.000 
2, 160, 0.037 
1, 10, 0.106 
1, 128, 0.432 
1, 10, 0.075 
0, 2500000, 0.456 
0, 7000000, 0.639 
0, 4000000, 0.141 
2, 40, 0.032 
2, 20, 0.110 
1, 128, 0.157 
2, 40, 0.420 
0, 5500000, 0.034 
1, 10, 0.105 
2, 160, 0.081 
2, 320, 0.013 
2, 80, 0.044 
1, 1, 0.499 
1, 10, 0.345 
0, 1000000, 0.028 
1, 512, 0.182 
0, 1000000, 1.007 
1, 512, 0.037 
1, 2048, 0.227 
1, 4096, 0.066 
0, 4000000, 0.069 
1, 256, 0.118 
1, 256, 0.110 
1, 128, 0.258 
0, 8500000, 0.005 
1, 4096, 0.244 
0, 5500000, 0.539 
2, 80, 0.264 
1, 4096, 0.256 
0, 5500000, 0.061 
0, 7000000, 0.027 
1, 256, 0.661 
2, 40, 0.279 
0, 5500000, 0.065 
2, 40, 0.123 
2, 40, 0.038 
2, 160, 0.154 
0, 1000000, 0.169 
1, 256, 0.033 
2, 320, 0.067 
2, 320, 0.098 
2, 10, 0.136 
0, 1000000, 0.756 
0, 7000000, 0.458 
0, 4000000, 0.280 
0, 8500000, 0.201 
1, 10, 0.848 
0, 2500000, 0.868 
0, 7000000, 0.741 
0, 7000000, 0.143 
1, 4096, 0.174 
2, 20, 0.330 
1, 2048, 0.010 
0, 7000000, 0.187 
1, 4096, 0.119 
2, 160, 0.134 
2, 320, 0.001 
1, 512, 0.155 
1, 10, 0.040 
2, 80, 0.048 
0, 7000000, 0.064 
1, 512, 0.495 
2, 40, 0.037 
1, 10, 0.033 
0, 2500000, 0.849 
0, 5500000, 0.173 
2, 160, 1.101 
0, 5500000, 0.420 
0, 5500000, 0.074 
2, 160, 0.121 
0, 1000000, 0.154 
1, 256, 0.018 
1, 4096, 0.353 
1, 128, 0.043 
1, 256, 0.128 
1, 10, 0.399 
0, 7000000, 0.312 
1, 1024, 0.053 
0, 2500000, 0.151 
0, 7000000, 0.076 
1, 128, 0.170 
0, 1000000, 0.075 
0, 8500000, 0.006 
1, 1024, 0.013 
2, 20, 0.163 
2, 40, 0.676 
1, 10, 0.623 
1, 1, 0.025 
0, 5500000, 0.373 
2, 80, 0.048 
2, 10, 0.089 
0, 7000000, 0.005 
0, 2500000, 0.533 
2, 10, 0.069 
2, 10, 0.005 
0, 5500000, 0.173 
1, 512, 0.526 
1, 4096, 0.207 
2, 10, 0.363 
2, 160, 0.316 
1, 128, 0.157 
0, 8500000, 0.112 
0, 7000000, 0.238 
1, 512, 0.085 
0, 8500000, 0.448 
0, 1000000, 1.125 
0, 1000000, 0.356 
1, 512, 0.138 
1, 10, 0.174 
2, 10, 0.106 
1, 2048, 0.252 
1, 128, 0.079 
2, 160, 0.153 
0, 8500000, 0.819 
0, 4000000, 0.316 
1, 512, 0.054 
2, 20, 0.079 
0, 1000000, 0.102 
0, 1000000, 0.026 
2, 320, 0.022 
1, 4096, 0.253 
2, 160, 0.210 
0, 4000000, 0.008 
0, 7000000, 0.130 
0, 7000000, 0.288 
2, 320, 0.096 
0, 8500000, 0.022 
2, 80, 0.070 
2, 10, 0.113 
1, 256, 0.030 
2, 320, 0.078 
1, 1024, 0.139 
0, 8500000, 0.814 
1, 10, 0.582 
0, 1000000, 0.054 
1, 4096, 0.284 
1, 10, 0.086 
2, 320, 0.602 
0, 7000000, 0.016 
2, 320, 0.631 
1, 2048, 0.124 
0, 2500000, 0.107 
1, 512, 0.095 
0, 7000000, 0.114 
0, 1000000, 0.060 
2, 160, 0.218 
2, 160, 0.093 
1, 4096, 0.389 
2, 20, 0.050 
2, 10, 0.336 
0, 8500000, 1.040 
2, 320, 0.142 
1, 2048, 0.231 
0, 4000000, 0.598 
0, 8500000, 0.442 
2, 10, 0.447 
1, 10, 0.038 
1, 2048, 0.424 
2, 20, 0.249 
1, 128, 0.047 
2, 80, 0.042 
1, 1, 0.297 
2, 20, 0.017 
2, 80, 0.342 
2, 320, 0.306 
1, 512, 0.363 
0, 4000000, 0.241 
2, 40, 0.117 
1, 256, 0.128 
1, 128, 0.748 
0, 7000000, 0.009 
1, 4096, 0.123 
0, 1000000, 0.240 
0, 2500000, 0.209 
1, 4096, 0.909 
1, 512, 0.246 
0, 7000000, 0.179 
0, 4000000, 0.017 
1, 2048, 0.079 
1, 10, 0.150 
1, 1024, 0.013 
0, 1000000, 0.304 
2, 80, 0.276 
0, 2500000, 0.440 
0, 1000000, 0.139 
1, 512, 0.409 
2, 10, 0.063 
2, 10, 0.176 
0, 5500000, 0.289 
1, 10, 0.040 
1, 1, 0.262 
1, 1024, 0.065 
1, 4096, 0.284 
0, 5500000, 0.053 
1, 10, 0.202 
0, 8500000, 0.021 
1, 10, 0.049 
1, 1, 0.271 
1, 2048, 0.107 
1, 4096, 0.072 
1, 256, 0.195 
0, 8500000, 0.149 
0, 5500000, 0.024 
1, 4096, 0.113 
1, 256, 0.077 
2, 10, 0.123 
2, 320, 0.427 
0, 7000000, 0.302 
1, 512, 0.333 
2, 20, 0.133 
0, 5500000, 0.095 
0, 8500000, 0.163 
2, 20, 0.158 
0, 2500000, 0.352 
1, 4096, 0.558 
1, 128, 0.808 
2, 20, 0.222 
1, 1024, 0.103 
2, 10, 0.075 
0, 4000000, 0.645 
1, 1, 0.023 
0, 4000000, 0.519 
1, 10, 0.207 
2, 40, 0.003 
0, 8500000, 0.065 
2, 80, 0.123 
2, 10, 0.069 
2, 160, 0.056 
1, 512, 0.321 
2, 10, 0.008 
1, 10, 0.100 
1, 256, 0.130 
2, 20, 0.179 
0, 1000000, 0.025 
1, 256, 0.567 
1, 10, 0.060 
1, 1024, 0.079 
1, 512, 0.403 
2, 320, 0.083 
1, 4096, 0.018 
1, 2048, 0.346 
1, 1024, 0.049 
0, 1000000, 0.642 
1, 128, 0.258 
1, 1, 0.266 
2, 160, 0.024 
1, 4096, 0.171 
0, 1000000, 0.201 
1, 256, 0.117 
1, 10, 0.141 
2, 20, 0.013 
1, 1024, 0.090 
0, 1000000, 0.108 
0, 4000000, 0.085 
2, 40, 0.006 
2, 40, 0.121 
1, 4096, 0.261 
0, 4000000, 0.485 
0, 1000000, 0.030 
2, 80, 0.354 
0, 2500000, 0.257 
2, 20, 0.610 
0, 2500000, 0.002 
2, 80, 0.496 
2, 20, 0.375 
1, 2048, 0.547 
2, 320, 0.328 
1, 128, 0.065 
0, 4000000, 0.050 
1, 10, 0.033 
2, 320, 0.040 
0, 8500000, 0.150 
1, 256, 0.756 
0, 7000000, 0.476 
0, 2500000, 0.545 
0, 7000000, 0.477 
0, 1000000, 0.212 
0, 4000000, 0.207 
2, 320, 0.259 
0, 4000000, 0.652 
1, 10, 0.448 
1, 2048, 0.042 
1, 512, 0.281 
0, 7000000, 0.105 
0, 5500000, 0.010 
0, 2500000, 0.098 
0, 5500000, 0.008 
1, 1024, 0.125 
2, 320, 0.125 
1, 1024, 0.411 
0, 7000000, 0.081 
2, 320, 0.238 
0, 1000000, 0.087 
1, 4096, 0.030 
2, 160, 0.418 
0, 8500000, 0.579 
0, 5500000, 0.204 
0, 8500000, 0.104 
0, 2500000, 0.138 
1, 1, 0.323 
1, 256, 0.114 
2, 10, 0.436 
2, 80, 0.279 
1, 512, 0.071 
2, 80, 0.278 
1, 256, 0.018 
2, 10, 0.282 
0, 5500000, 0.127 
1, 128, 0.088 
0, 2500000, 0.045 
2, 40, 0.163 
2, 320, 0.014 
1, 128, 0.433 
1, 4096, 0.021 
1, 4096, 0.145 
2, 40, 0.100 
0, 8500000, 0.546 
0, 1000000, 0.010 
2, 80, 0.137 
1, 2048, 0.691 
2, 320, 0.520 
1, 1, 0.249 
1, 1024, 0.487 
1, 4096, 0.498 
0, 7000000, 0.191 
1, 2048, 0.407 
2, 40, 0.014 
2, 10, 0.277 
2, 20, 0.040 
0, 2500000, 0.018 
2, 40, 0.424 
2, 160, 0.052 
2, 20, 0.048 
0, 1000000, 0.047 
1, 1024, 0.032 
2, 320, 0.020 
0, 8500000, 0.138 
1, 128, 0.110 
2, 320, 0.272 
2, 40, 0.034 
0, 5500000, 0.027 
0, 2500000, 0.205 
0, 4000000, 0.171 
2, 160, 0.054 
0, 8500000, 0.086 
2, 20, 0.035 
2, 160, 0.458 
2, 320, 0.310 
2, 160, 0.147 
2, 40, 0.205 
2, 80, 0.202 
2, 80, 0.329 
1, 256, 0.057 
2, 80, 0.603 
2, 80, 0.129 
0, 7000000, 0.048 
0, 5500000, 0.008 
0, 7000000, 0.219 
1, 256, 0.047 
2, 160, 0.092 
0, 4000000, 0.112 
1, 512, 0.058 
1, 128, 0.457 
0, 2500000, 0.147 
2, 40, 0.116 
1, 1024, 0.029 
0, 8500000, 0.049 
1, 128, 0.239 
0, 1000000, 0.349 
1, 128, 0.180 
0, 8500000, 0.213 
1, 1024, 0.260 
2, 10, 0.198 
0, 7000000, 0.248 
0, 2500000, 0.175 
2, 80, 0.085 
2, 10, 0.038 
2, 10, 0.003 
2, 10, 0.737 
0, 5500000, 0.187 
2, 40, 0.040 
0, 1000000, 0.014 
1, 10, 0.358 
2, 160, 0.129 
2, 320, 0.074 
1, 256, 0.189 
1, 1024, 0.045 
2, 320, 0.652 
1, 1, 0.942 
2, 10, 0.659 
0, 4000000, 0.001 
0, 7000000, 0.152 
2, 80, 0.320 
2, 160, 0.086 
1, 10, 0.025 
1, 1024, 0.232 
0, 4000000, 0.035 
2, 320, 0.209 
1, 128, 0.050 
1, 10, 0.113 
1, 2048, 0.657 
1, 1, 0.057 
1, 512, 0.304 
2, 10, 0.517 
1, 1024, 0.276 
0, 5500000, 0.080 
2, 20, 0.102 
0, 5500000, 0.240 
2, 80, 0.218 
1, 10, 0.259 
1, 512, 0.294 
0, 5500000, 0.096 
2, 80, 0.276 
1, 1, 0.294 
1, 1, 0.048 
0, 7000000, 0.188 
2, 160, 0.051 
1, 2048, 0.003 
1, 256, 0.118 
1, 256, 0.157 
1, 10, 0.068 
1, 4096, 0.192 
2, 40, 0.496 
2, 80, 0.074 
0, 4000000, 0.767 
1, 1024, 0.380 
2, 160, 0.045 
1, 2048, 0.404 
2, 80, 0.135 
0, 8500000, 0.328 
1, 1024, 0.001 
0, 8500000, 0.081 
0, 5500000, 0.222 
0, 8500000, 0.207 
0, 2500000, 0.310 
2, 20, 0.321 
1, 128, 0.170 
1, 1024, 0.073 
0, 7000000, 0.063 
2, 320, 0.049 
0, 2500000, 0.048 
2, 40, 0.052 
0, 4000000, 0.134 
1, 512, 0.047 
0, 7000000, 0.160 
1, 1, 0.272 
1, 4096, 0.075 
2, 20, 0.132 
1, 512, 0.024 
2, 80, 0.201 
1, 2048, 0.950 
0, 8500000, 0.004 
1, 256, 0.354 
1, 1024, 0.158 
0, 7000000, 0.318 
1, 512, 0.159 
0, 2500000, 0.866 
0, 2500000, 0.421 
2, 160, 0.130 
1, 2048, 0.325 
2, 10, 0.316 
2, 10, 0.175 
0, 7000000, 0.091 
1, 256, 0.089 
1, 512, 0.130 
2, 160, 0.035 
0, 2500000, 0.229 
1, 2048, 0.072 
0, 5500000, 0.864 
2, 320, 0.082 
0, 2500000, 0.405 
1, 128, 0.037 
0, 5500000, 0.006 
0, 1000000, 0.083 
2, 40, 0.146 
1, 128, 0.195 
1, 4096, 0.031 
0, 4000000, 0.182 
1, 1, 0.317 
