2, 80, 0.065 
2, 160, 0.762 
2, 10, 0.311 
2, 160, 0.235 
1, 256, 0.053 
2, 10, 0.219 
1, 1, 0.122 
2, 160, 0.133 
2, 20, 0.706 
2, 10, 0.448 
2, 80, 0.809 
2, 320, 1.017 
1, 2048, 0.224 
0, 7000000, 0.147 
1, 128, 0.078 
1, 256, 0.122 
1, 10, 0.008 
2, 10, 0.021 
0, 7000000, 0.135 
2, 40, 0.019 
2, 320, 0.471 
2, 320, 0.896 
2, 320, 0.199 
2, 40, 0.113 
1, 2048, 0.125 
1, 10, 0.542 
1, 1, 0.109 
0, 1000000, 0.037 
0, 5500000, 0.008 
2, 10, 0.563 
0, 4000000, 0.270 
0, 2500000, 0.065 
2, 320, 0.021 
1, 512, 0.214 
1, 512, 0.453 
0, 7000000, 0.848 
0, 8500000, 0.324 
1, 1, 0.189 
2, 10, 0.182 
2, 40, 0.018 
0, 4000000, 0.673 
1, 512, 0.320 
2, 10, 0.157 
0, 4000000, 0.308 
1, 128, 0.443 
1, 4096, 0.226 
1, 256, 0.282 
0, 8500000, 0.200 
1, 256, 0.378 
2, 320, 0.562 
2, 160, 0.080 
1, 10, 0.007 
1, 10, 0.110 
1, 10, 0.211 
0, 5500000, 0.051 
2, 80, 0.556 
1, 1, 0.170 
0, 4000000, 0.142 
1, 128, 0.200 
2, 80, 0.867 
1, 1, 0.074 
1, 2048, 0.308 
2, 80, 0.036 
0, 5500000, 0.037 
0, 4000000, 0.054 
1, 1, 0.097 
1, 128, 0.283 
2, 10, 0.109 
2, 320, 0.018 
2, 40, 0.025 
0, 5500000, 0.326 
1, 1024, 0.070 
0, 8500000, 1.392 
1, 1024, 0.195 
2, 40, 0.173 
2, 160, 0.864 
2, 20, 0.037 
2, 20, 0.707 
1, 10, 0.120 
1, 128, 0.138 
2, 320, 0.305 
0, 1000000, 0.036 
1, 10, 0.121 
1, 128, 0.111 
2, 80, 0.801 
1, 1024, 0.833 
1, 512, 0.200 
2, 160, 0.421 
0, 2500000, 0.746 
0, 5500000, 0.403 
2, 320, 0.194 
2, 40, 0.106 
0, 8500000, 0.300 
1, 1024, 0.318 
0, 8500000, 0.174 
0, 4000000, 0.130 
2, 320, 0.060 
2, 20, 0.137 
0, 1000000, 0.407 
1, 512, 0.449 
1, 256, 0.239 
2, 320, 0.305 
0, 7000000, 0.180 
1, 4096, 0.128 
1, 10, 1.262 
2, 40, 0.338 
2, 80, 0.189 
2, 80, 0.234 
0, 7000000, 0.203 
2, 10, 0.065 
1, 256, 0.265 
1, 10, 0.083 
0, 2500000, 0.092 
0, 5500000, 0.001 
2, 80, 0.011 
2, 320, 0.195 
0, 4000000, 0.166 
0, 7000000, 0.095 
2, 40, 0.053 
0, 7000000, 0.383 
1, 256, 0.581 
1, 2048, 0.126 
0, 2500000, 0.645 
2, 320, 0.091 
